Method,URL,Cookie,ContentLen,Payload,ReqLen,ArgLen,NumArgs,NumDigitsArgs,PathLen,NumLettersArgs,NumLettersPath,NumSpecialCharsPath,MaxByteValReq,Content_present,IP,timestamp,predicted_class,target_class,predicted_prob
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:04,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:54:28,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:55:57,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:57:44,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:58:00,0,0,0.9884160757064819
1,http://localhost:8080/tienda1/publico/anadir.jsp,54E25FF4B7F0E4E855B112F882E9EEA5,0,id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=41&B1=A%F1adir+al+carrito,122,41,5,8,48,27,35,8,117,1,45245,2024-11-29 17:58:00,0,0,0.9884160757064819
